AU01_r;AU02_r;AU04_r;AU05_r;AU06_r;AU07_r;AU09_r;AU10_r;AU12_r;AU14_r;AU15_r;AU17_r;AU20_r;AU23_r;AU25_r;AU26_r;AU45_r
0.1281103340126269;0.041317718506368596;-0.014882337848917845;0.006673004627340317;-0.009367315612961608;-0.002800495442019463;-0.0024603654783470165;-0.005139651426194997;0.0016303371338163718;-0.004164010036337432;-0.000909428030846924;-0.0079056381890507;-0.003249539287060686;-0.009984465908733127;0.04702693552490551;0.04664350543599568;0.03281256634738041
0.041317718506368596;0.04343413366465675;-0.01269681915069954;0.005365648307201474;-0.0036573983029520598;-0.005072869980172388;-0.0003188787053383389;-0.00451597168024342;0.004816720065337736;-0.0009574031165921808;-0.0014601031045397693;-0.004860102792012038;-0.002415173681668171;-0.001891382464797449;0.023331954870063388;0.011903524547102386;0.015796236085884964
-0.014882337848917845;-0.01269681915069954;0.6490879685624952;-0.0016739497889280337;0.1846125122608315;0.48007023624168743;0.011937559149260635;0.2294014472154107;0.045081767372435244;0.10943371711438195;0.006835522147431257;0.01413705968834839;0.004730606712160305;-0.010566395585971425;0.019634826060229062;0.02505157598800783;0.0067676845275926505
0.006673004627340317;0.005365648307201474;-0.0016739497889280337;0.009565829462774402;-0.001785102013425827;-0.00479809337951322;-0.000323135213786653;-0.0026007954384621064;-0.0018552744119953416;-0.0020182581022589637;0.0001897164070092757;-0.0022856809623808426;-0.0003390247370241909;-9.705614582868325e-05;0.002818956164921637;0.004807804316883105;-0.003251450447161353
-0.009367315612961608;-0.0036573983029520598;0.1846125122608315;-0.001785102013425827;0.29473365137090496;0.4081021526456473;0.00981724936825194;0.2756032235232396;0.21804970171782548;0.18866379885956422;0.002833753566761394;0.018864767139173122;0.017564820167643384;0.003296876378211666;0.08456810042571838;-0.0070305834817241866;-0.004484260608669604
-0.002800495442019463;-0.005072869980172388;0.48007023624168743;-0.00479809337951322;0.4081021526456473;1.038262798011713;0.013846909849100295;0.41428575289889813;0.24620235217119651;0.21690744591245284;0.004210379963710474;0.020678520897063634;0.021289246540215776;-5.308382833290758e-05;0.13733508468798136;0.02524883200019538;-0.01704610346123489
-0.0024603654783470165;-0.0003188787053383389;0.011937559149260635;-0.000323135213786653;0.00981724936825194;0.013846909849100295;0.013800461279529498;0.011622044552356844;0.005714971161319039;0.007505249239133999;0.0016332228483223565;0.0009888743018581984;0.00021893614983740153;-0.0011762648624881766;0.015002084489884002;6.968885399373174e-05;0.012665228779000757
-0.005139651426194997;-0.00451597168024342;0.2294014472154107;-0.0026007954384621064;0.2756032235232396;0.41428575289889813;0.011622044552356844;0.4124337680623446;0.2066189787748178;0.17305505262282583;0.007918326686054574;0.01754270002873069;0.012640360511461361;-0.009915968068468504;0.13403715231990548;0.024878903030310727;-6.898617518944385e-05
0.0016303371338163718;0.004816720065337736;0.045081767372435244;-0.0018552744119953416;0.21804970171782548;0.24620235217119651;0.005714971161319039;0.2066189787748178;0.2787000016546145;0.18640629350599983;0.000910180521343614;0.00718931187229696;0.023650567004691588;0.005316411239214149;0.0941164357235638;-0.009352243043165875;0.01871214308833526
-0.004164010036337432;-0.0009574031165921808;0.10943371711438195;-0.0020182581022589637;0.18866379885956422;0.21690744591245284;0.007505249239133999;0.17305505262282583;0.18640629350599983;0.24144920802144568;0.007994126166938162;0.04995410343949344;0.022785690809499982;0.02454788423785403;0.018716010330061247;-0.03485981900470748;0.013294159758084591
-0.000909428030846924;-0.0014601031045397693;0.006835522147431257;0.0001897164070092757;0.002833753566761394;0.004210379963710474;0.0016332228483223565;0.007918326686054574;0.000910180521343614;0.007994126166938162;0.04785534007894466;0.046051553868649404;0.004517253047047977;0.004600060409591106;-0.023390083898272584;-0.010059283183629295;-0.005836829974521315
-0.0079056381890507;-0.004860102792012038;0.01413705968834839;-0.0022856809623808426;0.018864767139173122;0.020678520897063634;0.0009888743018581984;0.01754270002873069;0.00718931187229696;0.04995410343949344;0.046051553868649404;0.21170866136513786;0.014635297869210135;0.05430610504535843;-0.13169441729448544;-0.046876367795815;-0.0062890981617912435
-0.003249539287060686;-0.002415173681668171;0.004730606712160305;-0.0003390247370241909;0.017564820167643384;0.021289246540215776;0.00021893614983740153;0.012640360511461361;0.023650567004691588;0.022785690809499982;0.004517253047047977;0.014635297869210135;0.0315289980686879;0.011348370332561064;-0.004696946710974282;-0.012647011546100703;0.007846382651648637
-0.009984465908733127;-0.001891382464797449;-0.010566395585971425;-9.705614582868325e-05;0.003296876378211666;-5.308382833290758e-05;-0.0011762648624881766;-0.009915968068468504;0.005316411239214149;0.02454788423785403;0.004600060409591106;0.05430610504535843;0.011348370332561064;0.06043801438500279;-0.06107000120680861;-0.03882857324177553;-0.011362340887495508
0.04702693552490551;0.023331954870063388;0.019634826060229062;0.002818956164921637;0.08456810042571838;0.13733508468798136;0.015002084489884002;0.13403715231990548;0.0941164357235638;0.018716010330061247;-0.023390083898272584;-0.13169441729448544;-0.004696946710974282;-0.06107000120680861;0.6090782638433574;0.2688227031150789;0.04353836264499667
0.04664350543599568;0.011903524547102386;0.02505157598800783;0.004807804316883105;-0.0070305834817241866;0.02524883200019538;6.968885399373174e-05;0.024878903030310727;-0.009352243043165875;-0.03485981900470748;-0.010059283183629295;-0.046876367795815;-0.012647011546100703;-0.03882857324177553;0.2688227031150789;0.36540309751871136;0.024093560500530707
0.03281256634738041;0.015796236085884964;0.0067676845275926505;-0.003251450447161353;-0.004484260608669604;-0.01704610346123489;0.012665228779000757;-6.898617518944385e-05;0.01871214308833526;0.013294159758084591;-0.005836829974521315;-0.0062890981617912435;0.007846382651648637;-0.011362340887495508;0.04353836264499667;0.024093560500530707;0.3589201979806873
